Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
203,Garukth,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Khazadur (Dwarven),Nandorism,1583,1274.31,1338.45,-9.95,7.92,6943,54°F,Paris (France),,,,,,,,{t1:gules;ordinaries:[{ordinary:chief;t:or;line:straight}];charges:[{charge:fleurDeLis;t:gules;p:abc;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=1583&name=&seed=9336923410203&width=1600&height=727&tags=highway%2Cno+square%2Cdense
204,Elulil-Shona,Mythtari,Mythtari County,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,11940,1066.72,600.12,13.41,1.35,82,77°F,Miami (USA),,,citadel,,plaza,,,{t1:gules;charges:[{charge:orb;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Elulil-Shona&population=11940&size=33&seed=9336923410204&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
205,Bo'urnanassien,New Jamlunana,New Jamlunana Colony,Silean,Thearchy of Silean,Trow (Dark Elfish),Trow (Dark Elfish) Druids,11866,1333.51,696.78,10.35,9.79,30,79°F,Jakarta (Indonesia),,port,,,plaza,,,{t1:azure;charges:[{charge:shipWheel;t:or;p:e;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Bo%27urnanassien&population=11866&size=33&seed=9336923410205&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.66
206,Yazkobaya,Yazkobaya,Yazkobaya Earldom,Asiyurt,Asiyurt Horde,Rohand (Human),Rohand (Human) Beliefs,13781,1185.96,1647.46,-19.73,5.12,52,77°F,Miami (USA),,,,walls,plaza,,,{t1:azure;charges:[{charge:wolfStatant;t:or;p:e;t2:or;t3:or;size:1.5;sinister:1}];shield:round},https://watabou.github.io/city-generator/?name=Yazkobaya&population=13781&size=35&seed=9336923410206&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
207,Luzord,Khargil,Khargil Land,Silean,Thearchy of Silean,Uruk (Orkish),Uruk (Orkish) Beliefs,2188,448,993.8,0.96,-18.23,13,81°F,Mogadishu (Somalia),,,,,plaza,temple,,{t1:purpure;charges:[{charge:armEmbowedHoldingSabre;t:argent;p:e;t2:argent;t3:or;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Luzord&population=2188&size=17&seed=9336923410207&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
208,Dal-Sindor,Ullran,Ullran Clan,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,1596,1483.9,1162.28,-4.38,14.55,4738,63°F,Lisbon (Portugal),,,,,,,,{t1:gules;ordinaries:[{ordinary:bend;t:argent;line:straight}];charges:[{charge:castle2;t:gules;p:joe;t2:argent;t3:gules;size:0.5}];shield:wedged},https://watabou.github.io/village-generator/?pop=1596&name=&seed=9336923410208&width=1600&height=727&tags=highway%2Cno+square%2Cdense
209,Yayvargale,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Rohand (Human),Rohand (Human) Beliefs,12940,1235.72,1408.57,-12.17,6.7,5788,57°F,Washington (D.C.),,,,,plaza,,,{t1:masoned-gules-argent;charges:[{charge:serpent;t:or;p:e;t2:or;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Yayvargale&population=12940&size=34&seed=9336923410209&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
210,Goldbreach,Shroutumnia,Shroutumnia Margrave,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,4082,950.63,1532.69,-16.1,-2.32,210,77°F,Miami (USA),,,,,plaza,,,{t1:sable;charges:[{charge:wolfStatant;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Goldbreach&population=4082&size=22&seed=9336923410210&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
211,Dewgrale,Bayfront,Bayfront Barony,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,1334,1097.68,1599.42,-18.21,2.33,1588,72°F,Guangzhou (China),,,,,plaza,,,{t1:sable;division:{division:perPale;t:argent;line:seaWaves};charges:[{charge:billet;t:or;p:p;size:0.7};{charge:dragonPassant;t:purpure;p:q;size:0.7}];shield:roman},https://watabou.github.io/village-generator/?pop=1334&name=&seed=9336923410211&width=1400&height=636&tags=highway%2Cdense
212,Askibiyurt,Bayaztop,Bayaztop Canton,Kutyurt,Republic of Kutyurt,Rohand (Human),Rohand (Human) Beliefs,1600,1402.24,1677.64,-20.68,11.97,30,75°F,Dakar (Senegal),,,,,,,,{t1:sable;division:{division:perCross;t:argent;line:straight};charges:[{charge:garb;t:or;p:j;t2:or;size:0.6};{charge:mulletFaceted;t:gules;p:l;size:0.6};{charge:crossMaltese;t:gules;p:m;size:0.6};{charge:squirrel;t:or;p:o;size:0.6}];shield:round},https://watabou.github.io/village-generator/?pop=1600&name=&seed=9336923410212&width=1600&height=727&tags=highway%2Cno+square%2Cdense
213,Kysariheiral,Mythtari,Mythtari County,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,9026,1073.63,671.87,11.14,1.57,52,79°F,Jakarta (Indonesia),,,citadel,,plaza,,,{t1:argent;charges:[{charge:ouroboros;t:sable;p:e;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Kysariheiral&population=9026&size=30&seed=9336923410213&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
214,Lulkar,Dhodh,Dhodh Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,21423,525.99,977.66,1.47,-15.76,82,81°F,Mogadishu (Somalia),,port,citadel,walls,plaza,,,{t1:or;charges:[{charge:crescent;t:azure;p:abc;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Lulkar&population=21423&size=41&seed=9336923410214&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.94
215,Ulbirazda,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Khazadur (Dwarven),Khazadur (Dwarven) Deities,1564,1083.11,1273.68,-7.9,1.87,8534,46°F,Prague (Czechia),,,citadel,walls,plaza,,,{t1:semy_of_moonInCrescent-argent-sable;division:{division:perPale;t:azure;line:straight};ordinaries:[{ordinary:pile;t:purpure}];shield:roman},https://watabou.github.io/city-generator/?name=Ulbirazda&population=1564&size=15&seed=9336923410215&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
216,Deadge,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Anor (Human),Anor (Human) Forefathers,3862,866.94,1411.81,-12.27,-4.97,1184,75°F,Dakar (Senegal),,,,,,,,{t1:pappellony-argent-azure-smaller;ordinaries:[{ordinary:fess;t:sable;line:straight}];charges:[{charge:key;t:argent;p:def;size:0.5}];shield:roman},https://watabou.github.io/city-generator/?name=Deadge&population=3862&size=22&seed=9336923410216&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
217,Ekenerdem,Kaymiryurt,Kaymiryurt Barony,Asiyurt,Asiyurt Horde,Rohand (Human),Rohand (Human) Beliefs,908,1211.97,1465.63,-13.97,5.95,2051,68°F,Alexandria (Egypt),,,,,,,,{t1:azure;ordinaries:[{ordinary:bordure;t:argent}];charges:[{charge:shipWheel;t:gules;p:ABCDEFGHIJKL;size:0.18}];shield:round},https://watabou.github.io/village-generator/?pop=908&name=&seed=9336923410217&width=1000&height=455&tags=highway%2Cfarmland%2Cno+square%2Cdense
218,Inenil,Yranghei,Yranghei Shire,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,7617,845.69,742.3,8.91,-5.64,554,77°F,Miami (USA),,,,,plaza,,,{t1:gules;division:{division:perCross;t:or;line:straight};shield:gondor},https://watabou.github.io/city-generator/?name=Inenil&population=7617&size=28&seed=9336923410218&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
219,Aslayla,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Rohand (Human),Rohand (Human) Beliefs,9357,1130.68,1467.31,-14.03,3.38,643,77°F,Miami (USA),,,,,,,,{t1:argent;charges:[{charge:dove;t:argent;p:e;t2:argent;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Aslayla&population=9357&size=30&seed=9336923410219&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
220,Aslakarse,Aslakarse,Aslakarse Region,Asiyurt,Asiyurt Horde,Rohand (Human),Rohand (Human) Beliefs,11311,1271.3,1560.07,-16.96,7.82,30,77°F,Miami (USA),,,,walls,plaza,,,{t1:sable;charges:[{charge:crossHummetty;t:argent;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Aslakarse&population=11311&size=32&seed=9336923410220&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
221,Nulnarg,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,1670,606.01,656.68,11.62,-13.23,3360,66°F,Marrakesh (Morocco),,,citadel,,,,,{t1:argent;division:{division:perFess;t:gules;line:embattledGhibellin};charges:[{charge:key;t:vert;p:jkl;divided:counter;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Nulnarg&population=1670&size=16&seed=9336923410221&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
222,Zinzinb,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,13154,491.5,706.3,10.05,-16.85,52,79°F,Jakarta (Indonesia),,,,,plaza,,,{t1:vert;ordinaries:[{ordinary:bend;t:or;line:engrailed}];shield:gondor},https://watabou.github.io/city-generator/?name=Zinzinb&population=13154&size=34&seed=9336923410222&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
223,Akzigzig,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,4210,539.5,706.4,10.05,-15.33,1588,72°F,Guangzhou (China),,,,,plaza,temple,,{t1:argent;division:{division:perPile;t:azure;line:engrailed};charges:[{charge:owl;t:gules;p:jleh;t2:gules;divided:counter;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Akzigzig&population=4210&size=22&seed=9336923410223&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
224,Zribul,Bra,Bra Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,7632,671.01,958.74,2.06,-11.17,1588,73°F,Rio de Janeiro (Brazil),,,,,,temple,,{t1:or;ordinaries:[{ordinary:pale;t:gules;line:straight}];charges:[{charge:cannon;t:purpure;p:y;t2:purpure;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Zribul&population=7632&size=28&seed=9336923410224&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
225,Obethei,Ormnas,Ormnas Parish,Silean,Thearchy of Silean,Quenian (Elfish),Quenian (Elfish) Shamanism,6395,1028.4,1027.94,-0.12,0.14,738,79°F,Jakarta (Indonesia),,,citadel,,plaza,temple,,{t1:masoned-gules-argent;charges:[{charge:plough;t:or;p:e;t2:or;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Obethei&population=6395&size=26&seed=9336923410225&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=true&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
226,Yazte,Ceri,Ceri Canton,Kutyurt,Republic of Kutyurt,Rohand (Human),Rohand (Human) Beliefs,6250,1419.06,1427.71,-12.77,12.5,1736,73°F,Rio de Janeiro (Brazil),,port,,,plaza,,,{t1:barry-azure-argent-smaller;charges:[{charge:shipWheel;t:or;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Yazte&population=6250&size=26&seed=9336923410226&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.74
227,Bayfront,Bayfront,Bayfront Barony,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,17086,1058.19,1561.99,-17.02,1.08,2953,63°F,Lisbon (Portugal),,,,walls,plaza,,,{t1:gules;charges:[{charge:hatchet;t:or;p:e;t2:or;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Bayfront&population=17086&size=38&seed=9336923410227&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
228,Nararakhund,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,997,647.26,698.6,10.3,-11.92,1736,72°F,Guangzhou (China),,,,,plaza,,,{t1:potent-argent-gules;division:{division:perFess;t:azure;line:straight};shield:gondor},https://watabou.github.io/village-generator/?pop=997&name=&seed=9336923410228&width=1000&height=455&tags=highway%2Cdense
229,Brorkrir,Zindushur,Zindushur County,Hloiriat,Kingdom of Hloiriat,Uruk (Orkish),Uruk (Orkish) Beliefs,895,795.72,754.87,8.52,-7.22,840,75°F,Dakar (Senegal),,,citadel,,plaza,,,{t1:gules;ordinaries:[{ordinary:cross;t:argent;line:straight}];charges:[{charge:bugleHorn2;t:argent;p:acgi;t2:argent;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Brorkrir&population=895&size=13&seed=9336923410229&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
230,Grur,Khargil,Khargil Land,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,5828,455.16,877.14,4.65,-18,397,79°F,Jakarta (Indonesia),,,,,plaza,temple,,{t1:argent;charges:[{charge:pique;t:azure;p:kmo;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Grur&population=5828&size=25&seed=9336923410230&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
231,Ghiz,Bra,Bra Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1505,645.02,887.28,4.33,-11.99,840,75°F,Dakar (Senegal),,,,,plaza,temple,,{t1:or;ordinaries:[{ordinary:pileInBendSinister;t:purpure}];charges:[{charge:castle;t:argent;p:em;t2:argent;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Ghiz&population=1505&size=15&seed=9336923410231&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
232,Ulpyozozo,New Oriath,New Oriath Colony,Ymnesin,Principality of Ymnesin,Rohand (Human),Rohand (Human) Beliefs,8116,1767.64,935.08,2.81,23.53,13,81°F,Mogadishu (Somalia),,,,,plaza,,,{t1:or;division:{division:chevronny;t:barry-azure-argent};charges:[{charge:lionPassant;t:sable;p:abcpqh;t2:sable;t3:purpure;size:0.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Ulpyozozo&population=8116&size=29&seed=9336923410232&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
233,Erte,Erbeykor,Erbeykor County,Harlythaneth,Kingdom of Harlythaneth,Rohand (Human),Rohand (Human) Beliefs,1417,1880.1,1104.6,-2.55,27.09,13,81°F,Mogadishu (Somalia),,,,,plaza,,,{t1:or;charges:[{charge:lanceHead;t:gules;p:e;size:1.5}];shield:wedged},https://watabou.github.io/village-generator/?pop=1417&name=&seed=9336923410233&width=1400&height=636&tags=highway%2Cdense
234,Freystire,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,7498,738.6,1382.1,-11.33,-9.03,13,79°F,Jakarta (Indonesia),,,,,,,,{t1:sable;division:{division:perFess;t:argent;line:nebuly};charges:[{charge:ouroboros;t:or;p:kmo;divided:counter;size:0.5}];shield:roman},https://watabou.github.io/city-generator/?name=Freystire&population=7498&size=28&seed=9336923410234&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
235,Kolu,Kaymiryurt,Kaymiryurt Barony,Asiyurt,Asiyurt Horde,Rohand (Human),Rohand (Human) Beliefs,2955,1269.72,1520.14,-15.7,7.77,52,77°F,Miami (USA),,port,,,plaza,,,{t1:semy_of_mullet-argent-gules;charges:[{charge:angel;t:purpure;p:e;t2:purpure;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Kolu&population=2955&size=20&seed=9336923410235&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.59
236,Luiz'ruhn,Luiz'ruhn,Luiz'ruhn Territory,Ymnesin,Principality of Ymnesin,Trow (Dark Elfish),Trow (Dark Elfish) Druids,11237,1372.2,548,15.06,11.02,30,77°F,Miami (USA),,,citadel,,plaza,,,{t1:sable;ordinaries:[{ordinary:pile;t:argent}];charges:[{charge:banner;t:purpure;p:b;t2:or;size:0.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Luiz%27ruhn&population=11237&size=32&seed=9336923410236&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
237,Sellanobeth,Yranghei,Yranghei Shire,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,1073,821.78,679.89,10.89,-6.4,266,79°F,Jakarta (Indonesia),,,,,plaza,,,{t1:pally-argent-gules;ordinaries:[{ordinary:cross;t:azure;line:straight}];charges:[{charge:lozengeFaceted;t:argent;p:beh;size:0.3}];shield:gondor},https://watabou.github.io/village-generator/?pop=1073&name=&seed=9336923410237&width=1400&height=636&tags=river%2Chighway%2Cdense
238,Chezul,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,5649,468.16,1080.8,-1.8,-17.59,554,79°F,Jakarta (Indonesia),,,,,plaza,temple,,{t1:or;division:{division:gyronny;t:gules};charges:[{charge:crown;t:azure;p:e;t2:azure;divided:counter;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Chezul&population=5649&size=25&seed=9336923410238&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
239,Merkrukh,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,9417,499.07,1082.57,-1.85,-16.61,397,79°F,Jakarta (Indonesia),,,,,plaza,temple,,{t1:argent;charges:[{charge:cock;t:sable;p:def;t2:sable;t3:sable;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Merkrukh&population=9417&size=30&seed=9336923410239&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
240,Utheiril,Ullran,Ullran Clan,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,2159,1626.67,1120.18,-3.04,19.07,52,81°F,Mogadishu (Somalia),,port,,,,,,{t1:sable;charges:[{charge:wheel;t:or;p:jln;size:0.7}];shield:wedged},https://watabou.github.io/city-generator/?name=Utheiril&population=2159&size=17&seed=9336923410240&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.46
241,Yaboy,Yaboy,Yaboy Territory,Kutyurt,Republic of Kutyurt,Rohand (Human),Nandorism,16775,1497.61,1344.58,-10.14,14.99,266,77°F,Miami (USA),,port,citadel,walls,plaza,,,{t1:honeycombed-argent-azure;division:{division:perPale;t:vert;line:straight};ordinaries:[{ordinary:pale;t:sable;line:straight}];shield:round},https://watabou.github.io/city-generator/?name=Yaboy&population=16775&size=38&seed=9336923410241&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=true&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.2
242,V'eldradisis,Ald'larith,Ald'larith Landgrave,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,20601,1459.6,1078.1,-1.71,13.78,82,81°F,Mogadishu (Somalia),,,,walls,plaza,temple,,{t1:masoned-argent-sable-small;division:{division:perFess;t:gules;line:straight};charges:[{charge:scissors;t:vert;p:k;size:0.7};{charge:cinquefoil;t:or;p:n;size:0.7}];shield:wedged},https://watabou.github.io/city-generator/?name=V%27eldradisis&population=20601&size=41&seed=9336923410242&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
243,Zalbrokh,Brug,Brug Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,5158,943.98,1104.63,-2.55,-2.53,30,81°F,Mogadishu (Somalia),,,,,plaza,temple,,{t1:azure;ordinaries:[{ordinary:bordure;t:argent}];charges:[{charge:arbalest2;t:gules;p:ABCDEFGHIJKL;size:0.18}];shield:gondor},https://watabou.github.io/city-generator/?name=Zalbrokh&population=5158&size=24&seed=9336923410243&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
244,Krudh,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Uruk (Orkish),Uruk (Orkish) Beliefs,925,976.39,1163.69,-4.42,-1.51,2051,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:purpure;charges:[{charge:spear;t:argent;p:e;t2:argent;size:1.5}];shield:roman},https://watabou.github.io/village-generator/?pop=925&name=&seed=9336923410244&width=1000&height=455&tags=highway%2Cno+square%2Cdense
245,Gathar,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Khazadur (Dwarven),Khazadur (Dwarven) Deities,536,1199.79,1297.09,-8.64,5.56,8872,46°F,Prague (Czechia),,,,,,,,{t1:argent;charges:[{charge:wolfHeadErased;t:azure;p:abc;t2:azure;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=536&name=&seed=9336923410245&width=1000&height=455&tags=highway%2Cuncultivated%2Cno+square%2Cdense
246,Uiy'athoz,New Jamlunana,New Jamlunana Colony,Silean,Thearchy of Silean,Trow (Dark Elfish),Trow (Dark Elfish) Druids,1361,1234.48,650.32,11.82,6.66,840,75°F,Dakar (Senegal),,,,,plaza,,,{t1:vert;charges:[{charge:horseSalient;t:or;p:beh;t2:argent;size:0.5}];shield:gondor},https://watabou.github.io/village-generator/?pop=1361&name=&seed=9336923410246&width=1400&height=636&tags=highway%2Cdense
247,Thyeri,Filtenil,Filtenil Land,Silean,Thearchy of Silean,Quenian (Elfish),Quenian (Elfish) Shamanism,9036,1006.16,683.89,10.76,-0.56,840,75°F,Dakar (Senegal),,,,,plaza,,,{t1:argent;division:{division:perPale;t:azure;line:straight};ordinaries:[{ordinary:saltire;t:sable;line:straight;divided:counter}];shield:gondor},https://watabou.github.io/city-generator/?name=Thyeri&population=9036&size=30&seed=9336923410247&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
248,Ul-Qur,Brug,Brug Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,8827,863.51,1042.17,-0.57,-5.08,161,81°F,Mogadishu (Somalia),,,,,plaza,temple,,{t1:purpure;charges:[{charge:eagle;t:argent;p:def;t2:argent;t3:or;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Ul-Qur&population=8827&size=30&seed=9336923410248&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
249,Deli,Yelteli,Yelteli Colony,Harlythaneth,Kingdom of Harlythaneth,Rohand (Human),Rohand (Human) Beliefs,1394,1878.05,1148.95,-3.95,27.02,30,81°F,Mogadishu (Somalia),,,,,,,,{t1:purpure;charges:[{charge:swan;t:or;p:jlh;t2:or;t3:or;size:0.7}];shield:wedged},https://watabou.github.io/village-generator/?pop=1394&name=&seed=9336923410249&width=1400&height=636&tags=estuary%2Chighway%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
250,O'lindhel,Sharithes,Sharithes Landgrave,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,9112,1502.47,1196.63,-5.46,15.14,4252,64°F,Barcelona (Spain),,,citadel,,plaza,,,{t1:or;ordinaries:[{ordinary:pall;t:azure}];charges:[{charge:lighthouse;t:azure;p:BCKFEILGJbdmfo;t2:azure;t3:azure;size:0.18}];shield:wedged},https://watabou.github.io/city-generator/?name=O%27lindhel&population=9112&size=30&seed=9336923410250&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
251,Yalkaray,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Rohand (Human),Nandorism,6990,1453.92,1326.83,-9.58,13.6,643,77°F,Miami (USA),,port,,,plaza,,,{t1:or;division:{division:perFess;t:purpure;line:straight};charges:[{charge:drakkar;t:gules;p:e;t2:gules;t3:gules;divided:counter;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Yalkaray&population=6990&size=27&seed=9336923410251&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.16
252,Galaoyula,Altakakyurt,Altakakyurt Province,Kutyurt,Republic of Kutyurt,Rohand (Human),Rohand (Human) Beliefs,6141,1461.33,1613.2,-18.64,13.84,118,77°F,Miami (USA),,,,,plaza,,,{t1:counterVair-argent-gules;division:{division:perChevronReversed;t:lozengy-purpure-or;line:straight};shield:round},https://watabou.github.io/city-generator/?name=Galaoyula&population=6141&size=26&seed=9336923410252&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
253,Fillanasalu,Jamlunana,Jamlunana Parish,Silean,Thearchy of Silean,Quenian (Elfish),Sileanese Cult,1515,1161.69,880.01,4.56,4.36,118,81°F,Mogadishu (Somalia),,,,,,,,{t1:azure;division:{division:perCross;t:argent;line:potentyDexter};shield:gondor},https://watabou.github.io/village-generator/?pop=1515&name=&seed=9336923410253&width=1600&height=727&tags=river%2Chighway%2Cno+square%2Cdense
